gene_id,component,class
PF3D7_0630600,unknown,Unknown
PF3D7_0630700,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0630800,unknown,Unknown
PF3D7_0630900,nucleolus,Nucleus (internal)
PF3D7_0701900,RBC membrane (HT),Membrane proteins (PEXEL/HT)
PF3D7_0702000,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0702200,membrane,Membrane (general)
PF3D7_0702300,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0702400,unknown,Unknown
PF3D7_0702500,unknown,Unknown
PF3D7_0702600,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0702900,unknown,Unknown
PF3D7_0703000,unknown,Unknown
PF3D7_0703100,unknown,Unknown
PF3D7_0703200,Set1C/COMPASS complex,Spliceosomal & RNP complexes (internal)
PF3D7_0703300,unknown,Unknown
PF3D7_0703400,unknown,Unknown
PF3D7_0703500,"P granule,cytosol","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_0703600,unknown,Unknown
PF3D7_0703700,unknown,Unknown
PF3D7_0703800,unknown,Unknown
PF3D7_0703900,unknown,Unknown
PF3D7_0704000,unknown,Unknown
PF3D7_0704100,transcription factor TFIIIB complex,Intracellular protein complexes (internal)
PF3D7_0704200,unknown,Unknown
PF3D7_0704300,unknown,Unknown
PF3D7_0704400,"SAGA complex,transcription factor TFIID complex",Spliceosomal & RNP complexes (internal)
PF3D7_0704500,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0704600,unknown,Unknown
PF3D7_0704700,unknown,Unknown
PF3D7_0704800,unknown,Unknown
PF3D7_0704900,unknown,Unknown
PF3D7_0705000,nucleus,Nucleus (internal)
PF3D7_0705100,unknown,Unknown
PF3D7_0705200,unknown,Unknown
PF3D7_0705300,nuclear origin of replication recognition complex,Intracellular protein complexes (internal)
PF3D7_0705400,"MCM complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_0705500,unknown,Unknown
PF3D7_0705600,unknown,Unknown
PF3D7_0705700,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0705800,extracellular space,Extracellular/Secreted
PF3D7_0705900,proton-transporting ATP synthase complex coupling factor F(o),Mitochondrion & related
PF3D7_0706000,"cytosol,nuclear envelope","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0706100,nucleus,Nucleus (internal)
PF3D7_0706200,unknown,Unknown
PF3D7_0706300,unknown,Unknown
PF3D7_0706400,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0706500,"actin cytoskeleton,cytoplasmic side of plasma membrane","Cytoskeleton & associated,Membrane proteins"
PF3D7_0706600,unknown,Unknown
PF3D7_0706700,"MutSalpha complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_0707200,unknown,Unknown
PF3D7_0707300,unknown,Unknown
PF3D7_0707400,mitochondrion,Mitochondrion & related
PF3D7_0707500,unknown,Unknown
PF3D7_0707600,unknown,Unknown
PF3D7_0707700,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0707800,"apicoplast,mitochondrial matrix,ribonucleoprotein granule","Apicoplast,Intracellular protein complexes (internal),Mitochondrion & related"
PF3D7_0707900,"nucleolus,preribosome large subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_0708000,unknown,Unknown
PF3D7_0708100,"RNA polymerase I complex,RNA polymerase II core complex,RNA polymerase III complex",Spliceosomal & RNP complexes (internal)
PF3D7_0708200,unknown,Unknown
PF3D7_0708300,"EKC/KEOPS complex,cytosol,nucleus","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0708400,"cytosol,perinuclear region of cytoplasm,plasma membrane,protein-containing complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Membrane proteins"
PF3D7_0708500,nucleus,Nucleus (internal)
PF3D7_0708600,unknown,Unknown
PF3D7_0708700,unknown,Unknown
PF3D7_0708800,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0708900,unknown,Unknown
PF3D7_0709000,unknown,Unknown
PF3D7_0709100,unknown,Unknown
PF3D7_0709200,unknown,Unknown
PF3D7_0709300,unknown,Unknown
PF3D7_0709400,unknown,Unknown
PF3D7_0709500,unknown,Unknown
PF3D7_0709600,"nucleolar ribonuclease P complex,ribonuclease MRP complex",Spliceosomal & RNP complexes (internal)
PF3D7_0709700,membrane,Membrane (general)
PF3D7_0709800,unknown,Unknown
PF3D7_0709900,unknown,Unknown
PF3D7_0710000,preribosome large subunit precursor,Ribosome & translation complexes (internal)
PF3D7_0710100,unknown,Unknown
PF3D7_0710200,unknown,Unknown
PF3D7_0710300,unknown,Unknown
PF3D7_0710400,nucleotide-excision repair factor 1 complex,DNA replication & repair complexes (internal)
PF3D7_0710500,apicoplast,Apicoplast
PF3D7_0710600,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0710700,unknown,Unknown
PF3D7_0710800,unknown,Unknown
PF3D7_0710900,unknown,Unknown
PF3D7_0711000,"VCP-NPL4-UFD1 AAA ATPase complex,apicoplast,cytosol,nucleus","Apicoplast,Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0711100,unknown,Unknown
PF3D7_0711200,unknown,Unknown
PF3D7_0711300,unknown,Unknown
PF3D7_0711400,nucleus,Nucleus (internal)
PF3D7_0711500,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0713100,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0713200,unknown,Unknown
PF3D7_0713400,unknown,Unknown
PF3D7_0713500,unknown,Unknown
PF3D7_0713600,mitochondrial small ribosomal subunit,Mitochondrion & related
PF3D7_0713700,unknown,Unknown
PF3D7_0713800,unknown,Unknown
PF3D7_0713900,plasma membrane,Membrane proteins
PF3D7_0714000,unknown,Unknown
PF3D7_0714100,unknown,Unknown
PF3D7_0714200,unknown,Unknown
PF3D7_0714300,"Golgi apparatus,endoplasmic reticulum",Endomembrane System & Golgi ER
PF3D7_0714400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0714500,unknown,Unknown
PF3D7_0714600,unknown,Unknown
PF3D7_0715000,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0715100,nucleus,Nucleus (internal)
PF3D7_0715200,apicoplast,Apicoplast
PF3D7_0715300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0715400,apicoplast,Apicoplast
PF3D7_0715500,mitochondrial inner membrane,Mitochondrion & related
PF3D7_0715600,"cytosol,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0715700,unknown,Unknown
PF3D7_0715800,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_0715900,plasma membrane,Membrane proteins
PF3D7_0716000,"U2-type prespliceosome,U2AF complex,commitment complex,nuclear speck","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0716100,nucleolus,Nucleus (internal)
PF3D7_0716200,unknown,Unknown
PF3D7_0716300,unknown,Unknown
PF3D7_0716400,unknown,Unknown
PF3D7_0716500,unknown,Unknown
PF3D7_0716600,apicoplast,Apicoplast
PF3D7_0716700,unknown,Unknown
PF3D7_0716800,eukaryotic translation initiation factor 3 complex eIF3m,Ribosome & translation complexes (internal)
PF3D7_0716900,membrane,Membrane (general)
PF3D7_0717000,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0717100,unknown,Unknown
PF3D7_0717200,unknown,Unknown
PF3D7_0717300,transcription factor TFIIE complex,Spliceosomal & RNP complexes (internal)
PF3D7_0717400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0717500,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0717600,unknown,Unknown
PF3D7_0717700,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0717800,unknown,Unknown
PF3D7_0717900,unknown,Unknown
PF3D7_0718000,"9+2 motile cilium,dynein complex","Cell surface structures,Cytoskeleton & associated"
PF3D7_0718100,unknown,Unknown
PF3D7_0718300,apicoplast,Apicoplast
PF3D7_0718400,unknown,Unknown
PF3D7_0718500,"cytoplasm,prefoldin complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_0718600,unknown,Unknown
PF3D7_0718700,unknown,Unknown
PF3D7_0718800,unknown,Unknown
PF3D7_0718900,unknown,Unknown
PF3D7_0719000,unknown,Unknown
PF3D7_0719100,unknown,Unknown
PF3D7_0719200,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0719300,Swr1 complex,Spliceosomal & RNP complexes (internal)
PF3D7_0719400,unknown,Unknown
PF3D7_0719500,"Golgi apparatus,endoplasmic reticulum,plasma membrane","Endomembrane System & Golgi ER,Membrane proteins"
PF3D7_0719600,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0719700,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_0719800,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0719900,trans-Golgi network,Endomembrane System & Golgi ER
PF3D7_0720000,"cytoplasm,nuclear exosome (RNase complex)","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_0720100,nucleolus,Nucleus (internal)
PF3D7_0720200,unknown,Unknown
PF3D7_0720300,unknown,Unknown
PF3D7_0720400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0720500,unknown,Unknown
PF3D7_0720600,unknown,Unknown
PF3D7_0720700,early endosome,Vesicles & Endosomes
PF3D7_0720800,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0720900,unknown,Unknown
PF3D7_0721000,unknown,Unknown
PF3D7_0721100,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0721200,unknown,Unknown
PF3D7_0721300,nucleolus,Nucleus (internal)
PF3D7_0721400,unknown,Unknown
PF3D7_0721500,unknown,Unknown
PF3D7_0721600,"cytosolic small ribosomal subunit,ribosome",Ribosome & translation complexes (internal)
PF3D7_0721700,apicoplast,Apicoplast
PF3D7_0721800,unknown,Unknown
PF3D7_0721900,unknown,Unknown
PF3D7_0722000,unknown,Unknown
PF3D7_0722100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0722200,apicoplast,Apicoplast
PF3D7_0722300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0722400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0722500,catalytic step 2 spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_0722600,"nucleolus,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0722700,unknown,Unknown
PF3D7_0722800,unknown,Unknown
PF3D7_0722900,unknown,Unknown
PF3D7_0723000,unknown,Unknown
PF3D7_0723100,unknown,Unknown
PF3D7_0723200,unknown,Unknown
PF3D7_0723300,unknown,Unknown
PF3D7_0723400,unknown,Unknown
PF3D7_0723500,dynactin complex,Cytoskeleton & associated
PF3D7_0723600,unknown,Unknown
PF3D7_0723700,"apicoplast,nucleus","Apicoplast,Nucleus (internal)"
PF3D7_0723800,unknown,Unknown
PF3D7_0723900,unknown,Unknown
PF3D7_0724000,cAMP-dependent protein kinase complex,Intracellular protein complexes (internal)
PF3D7_0724100,unknown,Unknown
PF3D7_0724200,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0724300,mitochondrion,Mitochondrion & related
PF3D7_0724400,"PAM complex Tim23 associated import motor,apicoplast","Apicoplast,Mitochondrion & related"
PF3D7_0724500,unknown,Unknown
PF3D7_0724600,unknown,Unknown
PF3D7_0724700,unknown,Unknown
PF3D7_0724800,unknown,Unknown
PF3D7_0724900,"cytoplasm,kinesin complex,microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_0725000,unknown,Unknown
PF3D7_0725100,unknown,Unknown
PF3D7_0725200,exon-exon junction complex,Spliceosomal & RNP complexes (internal)
PF3D7_0725300,"nucleolus,preribosome large subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_0725400,apicoplast,Apicoplast
PF3D7_0726100,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0726200,unknown,Unknown
PF3D7_0726300,MutLalpha complex,DNA replication & repair complexes (internal)
PF3D7_0726400,unknown,Unknown
PF3D7_0726500,unknown,Unknown
PF3D7_0726600,unknown,Unknown
PF3D7_0726700,"RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0726800,oligosaccharyltransferase complex,Intracellular protein complexes (internal)
PF3D7_0726900,TIM23 mitochondrial import inner membrane translocase complex,Mitochondrion & related
PF3D7_0727000,GARP complex,Intracellular protein complexes (internal)
PF3D7_0727100,apicoplast,Apicoplast
PF3D7_0727200,"cytosol,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_0727300,nucleus,Nucleus (internal)
PF3D7_0727400,"nucleus,proteasome core complex alpha-subunit complex","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0727500,apicoplast,Apicoplast
PF3D7_0727600,unknown,Unknown
PF3D7_0727700,unknown,Unknown
PF3D7_0727800,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_0727900,unknown,Unknown
PF3D7_0728000,"eukaryotic 48S preinitiation complex,eukaryotic translation initiation factor 2 complex",Ribosome & translation complexes (internal)
PF3D7_0728100,anaphase-promoting complex,Intracellular protein complexes (internal)
PF3D7_0728200,"Ino80 complex,cytoplasm","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0728300,unknown,Unknown
PF3D7_0728400,unknown,Unknown
PF3D7_0728500,unknown,Unknown
PF3D7_0728600,unknown,Unknown
PF3D7_0728700,unknown,Unknown
PF3D7_0728800,apicoplast,Apicoplast
PF3D7_0728900,"U2 snRNP,U2-type spliceosomal complex",Spliceosomal & RNP complexes (internal)
PF3D7_0729000,signal recognition particle endoplasmic reticulum targeting,Endomembrane System & Golgi ER
PF3D7_0729100,unknown,Unknown
PF3D7_0729200,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0729300,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0729400,nucleolus,Nucleus (internal)
PF3D7_0729500,nucleus,Nucleus (internal)
PF3D7_0729600,mitochondrion,Mitochondrion & related
PF3D7_0729700,unknown,Unknown
PF3D7_0729800,cytoplasmic dynein complex,Cytoskeleton & associated
PF3D7_0729900,"cell cortex,cytoplasmic dynein complex,cytoplasmic microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_0730000,unknown,Unknown
PF3D7_0730100,nucleus,Nucleus (internal)
PF3D7_0730200,unknown,Unknown
PF3D7_0730300,unknown,Unknown
PF3D7_0730400,unknown,Unknown
PF3D7_0730500,unknown,Unknown
PF3D7_0730800,RBC membrane (HT),Membrane proteins (PEXEL/HT)
PF3D7_0730900,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0731100,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_0731200,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0731300,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0731500,unknown,Unknown
PF3D7_0731600,"apicoplast,endoplasmic reticulum,membrane","Apicoplast,Endomembrane System & Golgi ER,Membrane (general)"
PF3D7_0731700,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_0731800,membrane,Membrane (general)
PF3D7_0800800,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_0801000,unknown,Unknown
PF3D7_0801300,unknown,Unknown
PF3D7_0801400,unknown,Unknown
PF3D7_0801500,"nucleolus,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0801600,unknown,Unknown
PF3D7_0801700,nucleus,Nucleus (internal)
PF3D7_0801800,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0801900,unknown,Unknown
PF3D7_0802000,mitochondrion,Mitochondrion & related
PF3D7_0802100,unknown,Unknown
PF3D7_0802200,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_0802300,"Pwp2p-containing subcomplex of 90S preribosome,small-subunit processome","Ribosome & translation complexes (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0802400,unknown,Unknown
PF3D7_0802500,intracellular membrane-bounded organelle,Internal organelle (internal)
PF3D7_0802600,unknown,Unknown
PF3D7_0802700,unknown,Unknown
PF3D7_0802800,"calcineurin complex,cytoplasm","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_0802900,unknown,Unknown
PF3D7_0803000,"Prp19 complex,catalytic step 2 spliceosome,post-mRNA release spliceosomal complex","Intracellular protein complexes (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0803100,"nucleolus,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0803200,unknown,Unknown
PF3D7_0803300,catalytic step 2 spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_0803400,nucleus,Nucleus (internal)
PF3D7_0803500,mitochondrion,Mitochondrion & related
PF3D7_0803600,"endoplasmic reticulum membrane,endoplasmic reticulum-plasma membrane contact site,plasma membrane","Endomembrane System & Golgi ER,Membrane proteins"
PF3D7_0803700,"centrosome,cytoplasm,gamma-tubulin ring complex,nucleus,spindle","Cytoplasm & Cytosol (internal),Cytoskeleton & associated,Nucleus (internal)"
PF3D7_0803800,"cytosol,nucleus,proteasome core complex beta-subunit complex","Cytoplasm & Cytosol (internal),Nucleus (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_0804000,"cytoplasm,spliceosomal complex","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0804300,"nucleus,pre-snoRNP complex","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0804400,"apicoplast,cytosol","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_0804500,RAVE complex,Intracellular protein complexes (internal)
PF3D7_0804600,nucleus,Nucleus (internal)
PF3D7_0804700,unknown,Unknown
PF3D7_0804800,"cytoplasm,intracellular membrane-bounded organelle","Cytoplasm & Cytosol (internal),Internal organelle (internal)"
PF3D7_0804900,unknown,Unknown
PF3D7_0805000,unknown,Unknown
PF3D7_0805100,unknown,Unknown
PF3D7_0805200,unknown,Unknown
PF3D7_0805300,unknown,Unknown
PF3D7_0805400,unknown,Unknown
PF3D7_0805500,unknown,Unknown
PF3D7_0805600,membrane,Membrane (general)
PF3D7_0805700,unknown,Unknown
PF3D7_0805800,unknown,Unknown
PF3D7_0805900,unknown,Unknown
PF3D7_0806000,"VCP-NPL4-UFD1 AAA ATPase complex,cytosol,nucleus","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0806100,unknown,Unknown
PF3D7_0806200,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_0806300,unknown,Unknown
PF3D7_0806400,unknown,Unknown
PF3D7_0806500,unknown,Unknown
PF3D7_0806600,"cytoplasm,kinesin complex,microtubule","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_0806700,nucleus,Nucleus (internal)
PF3D7_0806800,vacuolar proton-transporting V-type ATPase complex,Vacuole/Lysosome & related
PF3D7_0806900,unknown,Unknown
PF3D7_0807000,"NuA4 histone acetyltransferase complex,nucleus","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_0807100,unknown,Unknown
PF3D7_0807200,unknown,Unknown
PF3D7_0807300,"Golgi apparatus,endomembrane system",Endomembrane System & Golgi ER
PF3D7_0807400,mitochondrion,Mitochondrion & related
PF3D7_0807500,"nucleus,proteasome core complex alpha-subunit complex","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_0807600,unknown,Unknown
PF3D7_0807700,unknown,Unknown
PF3D7_0807800,"cytosol,nucleus,proteasome regulatory particle base subcomplex","Cytoplasm & Cytosol (internal),Nucleus (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_0807900,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_0808000,unknown,Unknown
PF3D7_0808100,"AP-3 adaptor complex,endosome membrane","Intracellular protein complexes (internal),Vesicles & Endosomes"
PF3D7_0808200,"apicoplast,lysosome","Apicoplast,Vacuole/Lysosome & related"
PF3D7_0808300,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_0808400,COPI vesicle coat,Vesicles & Endosomes
PF3D7_0809200,Golgi membrane,Endomembrane System & Golgi ER
PF3D7_0809400,unknown,Unknown
PF3D7_0809500,unknown,Unknown
PF3D7_0809600,"cytoplasm,mitotic spindle,nucleus","Cytoplasm & Cytosol (internal),Cytoskeleton & associated,Nucleus (internal)"
PF3D7_0809700,"Ino80 complex,NuA4 histone acetyltransferase complex,R2TP complex,Swr1 complex",Spliceosomal & RNP complexes (internal)
PF3D7_0809800,unknown,Unknown
PF3D7_0809900,"chromatin,nucleus","Chromatin,Nucleus (internal)"
PF3D7_0810000,unknown,Unknown
PF3D7_0810100,unknown,Unknown
PF3D7_0810200,unknown,Unknown
PF3D7_0810300,unknown,Unknown
PF3D7_0810400,plasma membrane,Membrane proteins
PF3D7_0810500,unknown,Unknown
PF3D7_0810600,nucleus,Nucleus (internal)
PF3D7_0810700,unknown,Unknown
PF3D7_0810800,mitochondrial envelope,Mitochondrion & related
PF3D7_0810900,unknown,Unknown
PF3D7_0811000,cullin-RING ubiquitin ligase complex,Ubiquitin & proteasome complexes (internal)
